ScientificNameBT,CommonNameBT
Turdus rufitorques,Rufous-collared Robin
Turdus migratorius,American Robin
Lanius bucephalus,Bull-headed Shrike
Amazilia leucogaster,Plain-bellied Emerald
Neochen jubata,Orinoco Goose
Oenanthe bottae,Botta's Wheatear
Oenanthe isabellina,Isabelline Wheatear
Mitu tuberosum,Razor-billed Curassow
Pauxi unicornis,Horned Curassow
Tangara punctata,Spotted Tanager
Xiphorhynchus guttatus,Buff-throated Woodcreeper
Xiphorhynchus susurrans,Cocoa Woodcreeper
Amazona ventralis,Hispaniolan Amazon
Pomarea mendozae,Marquesan Monarch
Chloephaga melanoptera,Andean Goose
Sicalis citrina,Stripe-tailed Yellow-finch
Cyanocorax cyanopogon,White-naped Jay
Cyanocorax chrysops,Plush-crested Jay
Synallaxis scutata,Ochre-cheeked Spinetail
Leptasthenura striata,Streaked Tit-spinetail
Turdus amaurochalinus,Creamy-bellied Thrush
Heterophasia picaoides,Long-tailed Sibia
Garrulax chrysopterus,Assam Laughingthrush
Corvus crassirostris,Thick-billed Raven
Ocyalus latirostris,Band-tailed Oropendola
Thripadectes ignobilis,Uniform Treehunter
Lepidocolaptes squamatus,Scaled Woodcreeper
Corvus florensis,Flores Crow
Lonchura punctulata,Scaly-breasted Munia
Tangara xanthogastra,Yellow-bellied Tanager
Heterophasia annectens,Rufous-backed Sibia
Monarcha sacerdotum,Flores Monarch
Clypicterus oseryi,Casqued Oropendola
Furnarius figulus,Wing-banded Hornero
Francolinus adspersus,Red-billed Francolin
Amazona viridigenalis,Red-crowned Amazon
Amazona finschi,Lilac-crowned Amazon
Garrulax nuchalis,Chestnut-backed Laughingthrush
Francolinus capensis,Cape Francolin
Amazilia chionogaster,White-bellied Hummingbird
Sterna striata,White-fronted Tern
Primolius maracana,Blue-winged Macaw
Heterophasia gracilis,Grey Sibia
Buteo solitarius,Hawaiian Hawk
Primolius auricollis,Yellow-collared Macaw
Sicalis uropygialis,Bright-rumped Yellow-finch
Rhegmatorhina melanosticta,Hairy-crested Antbird
Sicalis taczanowskii,Sulphur-throated Finch
Amazilia castaneiventris,Chestnut-bellied Hummingbird
Ploceus benghalensis,Black-breasted Weaver
Progne sinaloae,Sinaloa Martin
Somateria fischeri,Spectacled Eider
Sterna dougallii,Roseate Tern
Lophotriccus pileatus,Scale-crested Pygmy-tyrant
Leptasthenura setaria,Araucaria Tit-spinetail
Leptasthenura striolata,Striolated Tit-spinetail
Certhiaxis cinnamomeus,Yellow-chinned Spinetail
Certhiaxis mustelinus,Red-and-white Spinetail
Icterus dominicensis,Greater Antillean Oriole
Anabacerthia variegaticeps,Scaly-throated Foliage-gleaner
Monarcha barbatus,Black-and-white Monarch
Diglossa venezuelensis,Venezuelan Flowerpiercer
Diglossa albilatera,White-sided Flowerpiercer
Turdus fuscater,Great Thrush
Ptilocichla mindanensis,Striated Wren-babbler
Asthenes baeri,Short-billed Canastero
Turdus serranus,Glossy-black Thrush
Ptilocichla leucogrammica,Bornean Wren-babbler
Poospiza erythrophrys,Rusty-browed Warbling-finch
Arremon torquatus,Stripe-headed Brush-finch
Lonchura leucosticta,White-spotted Munia
Asthenes dorbignyi,Creamy-breasted Canastero
Pachycephala lanioides,White-breasted Whistler
Icterus chrysater,Yellow-backed Oriole
Amazilia luciae,Honduran Emerald
Pachycephala rufiventris,Rufous Whistler
Icterus graduacauda,Audubon's Oriole
Lonchura melaena,Bismarck Munia
Garrulax merulinus,Spot-breasted Laughingthrush
Tyrannus caudifasciatus,Loggerhead Kingbird
Aratinga nana,Olive-throated Parakeet
Garrulax taewanus,Taiwan Hwamei
Chen canagica,Emperor Goose
Tangara nigrocincta,Masked Tanager
Amazona autumnalis,Red-lored Amazon
Pyrrhocoma ruficeps,Chestnut-headed Tanager
Amazilia viridicauda,Green-and-white Hummingbird
Amazilia viridigaster,Green-bellied Hummingbird
Garrulax strepitans,White-necked Laughingthrush
Garrulax canorus,Chinese Hwamei
Sturnus pagodarum,Brahminy Starling
Ptilocichla falcata,Falcated Wren-babbler
Amazona pretrei,Red-spectacled Amazon
Heterophasia pulchella,Beautiful Sibia
Amazona tucumana,Tucuman Amazon
Anabacerthia amaurotis,White-browed Foliage-gleaner
Hirundo rustica,Barn Swallow
Serinus buchanani,Kenya Grosbeak-canary
Cyornis poliogenys,Pale-chinned Blue-flycatcher
Carduelis sinica,Grey-capped Greenfinch
Pipilo crissalis,California Towhee
Pipilo aberti,Abert's Towhee
Lonchura hunsteini,Mottled Munia
Rhinomyias olivaceus,Fulvous-chested Jungle-flycatcher
Leptasthenura fuliginiceps,Brown-capped Tit-spinetail
Lanius sphenocercus,Chinese Grey Shrike
Rukia longirostra,Long-billed White-eye
Rukia ruki,Faichuk White-eye
Garrulax monileger,Lesser Necklaced Laughingthrush
Myiarchus ferox,Short-crested Flycatcher
Lanius excubitor,Great Grey Shrike
Hemispingus superciliaris,Superciliaried Hemispingus
Corvus levaillantii,Jungle Crow
Carduelis hornemanni,Hoary Redpoll
Carduelis flammea,Common Redpoll
Corvus jamaicensis,Jamaican Crow
Xanthopsar flavus,Saffron-cowled Blackbird
Serinus atrogularis,Black-throated Seedeater
Lophozosterops goodfellowi,Black-masked White-eye
Serinus leucopygius,White-rumped Seedeater
Carduelis corsicana,Mediterranean Citril Finch
Aplonis cantoroides,Singing Starling
Microchera albocoronata,Snowcap
Monticola sharpei,Forest Rock-thrush
Monticola erythronotus,Amber Mountain Rock-thrush
Psarocolius atrovirens,Dusky-green Oropendola
Progne chalybea,Grey-breasted Martin
Thalurania watertonii,Long-tailed Woodnymph
Anabacerthia striaticollis,Montane Foliage-gleaner
Tyrannus crassirostris,Thick-billed Kingbird
Psarocolius angustifrons,Russet-backed Oropendola
Garrulax cinereifrons,Ashy-headed Laughingthrush
Amazilia boucardi,Mangrove Hummingbird
Monarcha mundus,Black-bibbed Monarch
Hemispingus reyi,Grey-capped Hemispingus
Cercomacra nigricans,Jet Antbird
Garrulax galbanus,Yellow-throated Laughingthrush
Monarcha loricatus,Black-tipped Monarch
Monarcha everetti,White-tipped Monarch
Serinus nigriceps,Ethiopian Siskin
Gymnopithys rufigula,Rufous-throated Antbird
Gymnopithys leucaspis,Bicoloured Antbird
Dendroica pinus,Pine Warbler
Estrilda kandti,Kandt's Waxbill
Turdus maculirostris,Ecuadorian Thrush
Garrulax castanotis,Rufous-cheeked Laughingthrush
Serinus menachensis,Yemen Serin
Sicalis lebruni,Patagonian Yellow-finch
Leptasthenura xenothorax,White-browed Tit-spinetail
Dendroica pityophila,Olive-capped Warbler
Stachyris rufifrons,Rufous-fronted Babbler
Sicalis luteocephala,Citron-headed Yellow-finch
Garrulax sukatschewi,Snowy-cheeked Laughingthrush
Garrulax virgatus,Striped Laughingthrush
Sicalis columbiana,Orange-fronted Yellow-finch
Sicalis auriventris,Greater Yellow-finch
Basileuterus hypoleucus,White-bellied Warbler
Basileuterus culicivorus,Golden-crowned Warbler
Branta leucopsis,Barnacle Goose
Branta hutchinsii,Cackling Goose
Paradisaea decora,Goldie's Bird-of-paradise
Garrulax delesserti,Wynaad Laughingthrush
Serinus mennelli,Black-eared Seedeater
Carduelis monguilloti,Vietnam Greenfinch
Myioborus torquatus,Collared Redstart
Amazilia cyanocephala,Azure-crowned Hummingbird
Aratinga acuticaudata,Blue-crowned Parakeet
Amazilia brevirostris,White-chested Emerald
Sicalis raimondii,Raimondi's Yellow-finch
Garrulax palliatus,Sunda Laughingthrush
Pomatorhinus swinhoei,Grey-sided Scimitar-babbler
Nandayus nenday,Nanday Parakeet
Carduelis johannis,Warsangli Linnet
Leucosticte arctoa,Asian Rosy-finch
Serinus estherae,Mountain Serin
Garrulax mitratus,Chestnut-capped Laughingthrush
Automolus leucophthalmus,White-eyed Foliage-gleaner
Garrulax bicolor,Sumatran Laughingthrush
Aburria aburri,Wattled Guan
Amazilia cyanifrons,Indigo-capped Hummingbird
Veniliornis spilogaster,White-spotted Woodpecker
Paroaria capitata,Yellow-billed Cardinal
Monarcha pileatus,White-naped Monarch
Paroaria gularis,Red-capped Cardinal
Thalurania ridgwayi,Mexican Woodnymph
Philydor atricapillus,Black-capped Foliage-gleaner
Estrilda charmosyna,Red-rumped Waxbill
Sicalis lutea,Puna Yellow-finch
Oreotrochilus melanogaster,Black-breasted Hillstar
Oreotrochilus chimborazo,Ecuadorian Hillstar
Monarcha castus,Loetoe Monarch
Serinus flaviventris,Yellow Canary
Amazilia amabilis,Blue-chested Hummingbird
Lonchura vana,Grey-banded Munia
Myioborus flavivertex,Yellow-crowned Redstart
Estrilda rufibarba,Arabian Waxbill
Myiarchus tuberculifer,Dusky-capped Flycatcher
Lonchura flaviprymna,Yellow-rumped Munia
Estrilda thomensis,Cinderella Waxbill
Lonchura leucogastra,White-bellied Munia
Progne cryptoleuca,Cuban Martin
Progne dominicensis,Caribbean Martin
Conirostrum cinereum,Cinereous Conebill
Conirostrum leucogenys,White-eared Conebill
Campephilus imperialis,Imperial Woodpecker
Garrulax maesi,Grey Laughingthrush
Megazosterops palauensis,Giant White-eye
Lophura leucomelanos,Kalij Pheasant
Lophura nycthemera,Silver Pheasant
Leptasthenura pileata,Rusty-crowned Tit-spinetail
Xiphorhynchus flavigaster,Ivory-billed Woodcreeper
Xiphorhynchus lachrymosus,Black-striped Woodcreeper
Geothlypis speciosa,Black-polled Yellowthroat
Garrulax striatus,Striated Laughingthrush
Lonchura stygia,Black Munia
Siptornis striaticollis,Spectacled Prickletail
Lanius cristatus,Brown Shrike
Serinus melanochrous,Kipengere Seedeater
Loriculus galgulus,Blue-crowned Hanging-parrot
Serinus sulphuratus,Brimstone Canary
Campephilus principalis,Ivory-billed Woodpecker
Amazilia rosenbergi,Purple-chested Hummingbird
Garrulax konkakinhensis,Chestnut-eared Laughingthrush
Serinus koliensis,Papyrus Canary
Garrulax peninsulae,Malayan Laughingthrush
Psitteuteles goldiei,Goldie's Lorikeet
Lonchura grandis,Grand Munia
Dendrocopos leucotos,White-backed Woodpecker
Garrulax rufifrons,Rufous-fronted Laughingthrush
Tangara peruviana,Black-backed Tanager
Tyrannus savana,Fork-tailed Flycatcher
Lophura hoogerwerfi,Aceh Pheasant
Lonchura tristissima,Streak-headed Munia
Loriculus philippensis,Philippine Hanging-parrot
Garrulax ocellatus,Spotted Laughingthrush
Lophotriccus galeatus,Helmeted Pygmy-tyrant
Monarcha leucurus,White-tailed Monarch
Serinus syriacus,Syrian Serin
Conirostrum rufum,Rufous-browed Conebill
Psitteuteles iris,Iris Lorikeet
Garrulax morrisonianus,White-whiskered Laughingthrush
Picus vittatus,Laced Woodpecker
Lonchura monticola,Alpine Munia
Lonchura teerinki,Black-breasted Munia
Conirostrum tamarugense,Tamarugo Conebill
Tangara larvata,Golden-hooded Tanager
Serinus ankoberensis,Ankober Serin
Cyanocorax affinis,Black-chested Jay
Lanius tephronotus,Grey-backed Shrike
Agelaius xanthomus,Yellow-shouldered Blackbird
Cyanocorax heilprini,Azure-naped Jay
Coeligena orina,Dusky Starfrontlet
Phylloscopus trivirgatus,Mountain Leaf-warbler
Agelaius humeralis,Tawny-shouldered Blackbird
Myiarchus swainsoni,Swainson's Flycatcher
Cettia parens,Shade Warbler
Zosterops wallacei,Yellow-spectacled White-eye
Arremon crassirostris,Sooty-faced Finch
Picus viridanus,Streak-breasted Woodpecker
Lophotriccus eulophotes,Long-crested Pygmy-tyrant
Arremon abeillei,Black-capped Sparrow
Lonchura fuscans,Dusky Munia
Hemispingus ochraceus,Western Hemispingus
Serinus donaldsoni,Ethiopian Grosbeak-canary
Zonotrichia albicollis,White-throated Sparrow
Uraeginthus bengalus,Red-cheeked Cordonbleu
Garrulax annamensis,Orange-breasted Laughingthrush
Garrulax yersini,Collared Laughingthrush
Poospiza hypochondria,Rufous-sided Warbling-finch
Cettia ruficapilla,Fiji Bush-warbler
Estrilda poliopareia,Anambra Waxbill
Psitteuteles versicolor,Varied Lorikeet
Automolus infuscatus,Olive-backed Foliage-gleaner
Uraeginthus cyanocephalus,Blue-capped Cordonbleu
Empidonax difficilis,Pacific-slope Flycatcher
Empidonax occidentalis,Cordilleran Flycatcher
Zonotrichia querula,Harris's Sparrow
Chlorostilbon alice,Green-tailed Emerald
Garrulax gularis,Rufous-vented Laughingthrush
Garrulax maximus,Giant Laughingthrush
Arremon taciturnus,Pectoral Sparrow
Coeligena lutetiae,Buff-winged Starfrontlet
Actinodura sodangorum,Black-crowned Barwing
Dendrocopos noguchii,Okinawa Woodpecker
Lonchura fringilloides,Magpie Munia
Garrulax rufogularis,Rufous-chinned Laughingthrush
Lonchura montana,Snow Mountain Munia
Hemispingus trifasciatus,Three-striped Hemispingus
Vireo plumbeus,Plumbeous Vireo
Vireo cassinii,Cassin's Vireo
Chlorostilbon stenurus,Narrow-tailed Emerald
Serinus flavigula,Yellow-throated Seedeater
Pomarea whitneyi,Fatuhiva Monarch
Monarcha erythrostictus,Bougainville Monarch
Serinus xanthopygius,Yellow-rumped Seedeater
Vidua larvaticola,Baka Indigobird
Garrulax austeni,Brown-capped Laughingthrush
Conirostrum ferrugineiventre,White-browed Conebill
Garrulax imbricatus,Bhutan Laughingthrush
Lonchura forbesi,New Ireland Munia
Hemignathus virens,Common Amakihi
Hemignathus kauaiensis,Kauai Amakihi
Xenerpestes minlosi,Double-banded Greytail
Xenerpestes singularis,Equatorial Greytail
Garrulax bieti,White-speckled Laughingthrush
Pytilia afra,Orange-winged Pytilia
Zimmerius gracilipes,Slender-footed Tyrannulet
Furnarius longirostris,Caribbean Hornero
Serinus alario,Black-headed Canary
Arremon virenticeps,Green-striped Brush-finch
Casiornis rufus,Rufous Casiornis
Casiornis fuscus,Ash-throated Casiornis
Garrulax elliotii,Elliot's Laughingthrush
Estrilda nigriloris,Black-lored Waxbill
Pomarea iphis,Iphis Monarch
Platycercus venustus,Northern Rosella
Megalaima nuchalis,Taiwan Barbet
Megalaima oorti,Black-browed Barbet
Lepidocolaptes leucogaster,White-striped Woodcreeper
Chlorostilbon canivetii,Fork-tailed Emerald
Rhopocichla atriceps,Dark-fronted Babbler
Lonchura nigerrima,New Hanover Munia
Foudia eminentissima,Red-headed Fody
Corvus albicollis,White-necked Raven
Oreophylax moreirae,Itatiaia Thistletail
Serinus tristriatus,Brown-rumped Seedeater
Lagonosticta umbrinodorsalis,Chad Firefinch
Lagonosticta sanguinodorsalis,Rock Firefinch
Serinus leucopterus,Protea Canary
Garrulax ruficollis,Rufous-necked Laughingthrush
Serinus frontalis,Yellow-browed Citril
Penelope jacucaca,White-browed Guan
Lonchura molucca,Black-faced Munia
Amazilia versicolor,Versicoloured Emerald
Strophocincla cachinnans,Black-chinned Laughingthrush
Strophocincla fairbanki,Kerala Laughingthrush
Furnarius minor,Lesser Hornero
Foudia omissa,Forest Fody
Rhegmatorhina cristata,Chestnut-crested Antbird
Chrysuronia oenone,Golden-tailed Sapphire
Penelope barbata,Bearded Guan
Serinus symonsi,Drakensberg Siskin
Arremon franciscanus,Sao Francisco Sparrow
Ammodramus nelsoni,Nelson's Sparrow
Ammodramus caudacutus,Saltmarsh Sparrow
Tangara cyanicollis,Blue-necked Tanager
Lonchura atricapilla,Chestnut Munia
Penelope pileata,White-crested Guan
Lonchura ferruginosa,White-capped Munia
Chlorostilbon russatus,Coppery Emerald
Garrulax courtoisi,Blue-crowned Laughingthrush
Lonchura spectabilis,Hooded Munia
Furnarius cinnamomeus,Pacific Hornero
Garrulax calvus,Bare-headed Laughingthrush
Furnarius torridus,Pale-billed Hornero
Todiramphus tutus,Chattering Kingfisher
Penelope dabbenei,Red-faced Guan
Hemignathus lucidus,Nukupuu
Tangara florida,Emerald Tanager
Serinus rufobrunneus,Principe Seedeater
Thraupis episcopus,Blue-grey Tanager
Lonchura cantans,African Silverbill
Lonchura malabarica,White-throated Munia
Chlorostilbon forficatus,Cozumel Emerald
Tangara icterocephala,Silver-throated Tanager
Poospiza rubecula,Rufous-breasted Warbling-finch
Garrulax melanostigma,Silver-eared Laughingthrush
Thraupis sayaca,Sayaca Tanager
Serinus rothschildi,Olive-rumped Serin
Dendrocopos major,Great Spotted Woodpecker
Doricha enicura,Slender Sheartail
Doricha eliza,Mexican Sheartail
Lonchura nevermanni,Grey-crowned Munia
Penelope albipennis,White-winged Guan
Tangara phillipsi,Sira Tanager
Poospiza nigrorufa,Black-and-rufous Warbling-finch
Rhegmatorhina berlepschi,Harlequin Antbird
Sporophila torqueola,White-collared Seedeater
Arremon semitorquatus,Half-collared Sparrow
Poospiza thoracica,Bay-chested Warbling-finch
Penelope perspicax,Cauca Guan
Todiramphus macleayii,Forest Kingfisher
Diglossa gloriosissima,Chestnut-bellied Flowerpiercer
Diglossa lafresnayii,Glossy Flowerpiercer
Penelope ortoni,Baudo Guan
Crocias langbianis,Grey-crowned Crocias
Crocias albonotatus,Spotted Crocias
Lonchura caniceps,Grey-headed Munia
Chlorostilbon auriceps,Golden-crowned Emerald
Elvira chionura,White-tailed Emerald
Elvira cupreiceps,Coppery-headed Emerald
Foudia rubra,Mauritius Fody
Vidua maryae,Jos Plateau Indigobird
Cyornis hainanus,Hainan Blue-flycatcher
Copsychus saularis,Oriental Magpie-robin
Vidua funerea,Variable Indigobird
Turdus grayi,Clay-coloured Thrush
Monarcha verticalis,Black-tailed Monarch
Monarcha boanensis,Black-chinned Monarch
Somateria mollissima,Common Eider
Somateria spectabilis,King Eider
Vidua codringtoni,Twinspot Indigobird
Kupeornis gilberti,White-throated Mountain-babbler
Acrocephalus stentoreus,Clamorous Reed-warbler
Hemignathus flavus,Oahu Amakihi
Penelope marail,Marail Guan
Dendrocopos syriacus,Syrian Woodpecker
Chlorostilbon olivaresi,Chiribiquete Emerald
Garrulax henrici,Brown-cheeked Laughingthrush
Colaptes chrysoides,Gilded Flicker
Foudia flavicans,Rodrigues Fody
Corvus albus,Pied Crow
Atlapetes albinucha,White-naped Brush-finch
Colaptes atricollis,Black-necked Woodpecker
Babax waddelli,Giant Babax
Atlapetes pileatus,Rufous-capped Brush-finch
Colaptes rubiginosus,Golden-olive Woodpecker
Lorius lory,Black-capped Lory
Serinus xantholaemus,Salvadori's Serin
Oenanthe cypriaca,Cyprus Wheatear
Turdoides rubiginosa,Rufous Chatterer
Carduelis yemenensis,Yemen Linnet
Kupeornis rufocinctus,Red-collared Mountain-babbler
Kupeornis chapini,Chapin's Mountain-babbler
Monarcha menckei,White-breasted Monarch
Streptocitta albicollis,White-necked Myna
Streptocitta albertinae,Bare-eyed Myna
Carduelis notata,Black-headed Siskin
Chlorostilbon gibsoni,Red-billed Emerald
Vidua nigeriae,Quailfinch Indigobird
Dendropicos fuscescens,Cardinal Woodpecker
Chlorostilbon assimilis,Garden Emerald
Hirundo angolensis,Angola Swallow
Todiramphus chloris,Collared Kingfisher
Mergus octosetaceus,Brazilian Merganser
Icterus auratus,Orange Oriole
Todiramphus sanctus,Sacred Kingfisher
Mergus squamatus,Scaly-sided Merganser
Chlorostilbon ricordii,Cuban Emerald
Carduelis psaltria,Lesser Goldfinch
Amazona collaria,Yellow-billed Amazon
Myioborus albifacies,White-faced Redstart
Asthenes virgata,Junin Canastero
Atlapetes rufigenis,Rufous-eared Brush-finch
Poospiza cabanisi,Grey-throated Warbling-finch
Coeligena bonapartei,Golden-bellied Starfrontlet
Coeligena helianthea,Blue-throated Starfrontlet
Tangara callophrys,Opal-crowned Tanager
Monarcha browni,Kolombangara Monarch
Pytilia lineata,Red-billed Pytilia
Phacellodomus striaticeps,Streak-fronted Thornbird
Tangara velia,Opal-rumped Tanager
Actinodura morrisoniana,Taiwan Barwing
Vidua togoensis,Togo Paradise-whydah
Pipile jacutinga,Black-fronted Piping-guan
Carduelis lawrencei,Lawrence's Goldfinch
Cercomacra carbonaria,Rio Branco Antbird
Cercomacra cinerascens,Grey Antbird
Corvus coronoides,Australian Raven
Aplonis minor,Short-tailed Starling
Icterus laudabilis,St Lucia Oriole
Empidonax oberholseri,American Dusky Flycatcher
Empidonax affinis,Pine Flycatcher
Aplonis panayensis,Asian Glossy Starling
Babax koslowi,Tibetan Babax
Lophozosterops javanicus,Javan Grey-throated White-eye
Chlorostilbon swainsonii,Hispaniolan Emerald
Incaspiza watkinsi,Little Inca-finch
Babax lanceolatus,Chinese Babax
Chlorostilbon maugaeus,Puerto Rican Emerald
Asthenes maculicauda,Scribble-tailed Canastero
Phacellodomus rufifrons,Rufous-fronted Thornbird
Icterus croconotus,Orange-backed Troupial
Hylexetastes stresemanni,Bar-bellied Woodcreeper
Anas crecca,Common Teal
Myiarchus validus,Rufous-tailed Flycatcher
Astrapia mayeri,Ribbon-tailed Astrapia
Astrapia stephaniae,Stephanie's Astrapia
Monarcha brehmii,Biak Monarch
Penelope obscura,Dusky-legged Guan
Parula superciliosa,Crescent-chested Warbler
Parula gutturalis,Flame-throated Warbler
Garrulax lugubris,Black Laughingthrush
Francolinus hildebrandti,Hildebrandt's Francolin
