ScientificNameV3,CommonNameV3,FamilyV3,ScientificName2023,CommonName2023,Family2023
Spizella arborea,American Tree Sparrow,Emberizidae,Spizelloides arborea,American Tree Sparrow,Passerellidae
Spizella passerina,Chipping Sparrow,Emberizidae,Spizella passerina,Chipping Sparrow,Passerellidae
Spizella pallida,Clay-coloured Sparrow,Emberizidae,Spizella pallida,Clay-colored Sparrow,Passerellidae
Spizella breweri,Brewer's Sparrow,Emberizidae,Spizella breweri,Brewer's Sparrow,Passerellidae
Spizella pusilla,Field Sparrow,Emberizidae,Spizella pusilla,Field Sparrow,Passerellidae
Spizella wortheni,Worthen's Sparrow,Emberizidae,Spizella wortheni,Worthen's Sparrow,Passerellidae
Spizella atrogularis,Black-chinned Sparrow,Emberizidae,Spizella atrogularis,Black-chinned Sparrow,Passerellidae
Pooecetes gramineus,Vesper Sparrow,Emberizidae,Pooecetes gramineus,Vesper Sparrow,Passerellidae
Chondestes grammacus,Lark Sparrow,Emberizidae,Chondestes grammacus,Lark Sparrow,Passerellidae
Amphispiza bilineata,Black-throated Sparrow,Emberizidae,Amphispiza bilineata,Black-throated Sparrow,Passerellidae
Amphispiza belli,Sage Sparrow,Emberizidae,,,
,,,Artemisiospiza belli,Bell's Sparrow,Passerellidae
,,,Artemisiospiza nevadensis,Sagebrush Sparrow,Passerellidae
Aimophila quinquestriata,Five-striped Sparrow,Emberizidae,Amphispizopsis quinquestriata,Five-striped Sparrow,Passerellidae
Aimophila mystacalis,Bridled Sparrow,Emberizidae,Peucaea mystacalis,Bridled Sparrow,Passerellidae
Aimophila humeralis,Black-chested Sparrow,Emberizidae,Peucaea humeralis,Black-chested Sparrow,Passerellidae
Aimophila ruficauda,Stripe-headed Sparrow,Emberizidae,Peucaea ruficauda,Stripe-headed Sparrow,Passerellidae
Aimophila sumichrasti,Cinnamon-tailed Sparrow,Emberizidae,Peucaea sumichrasti,Cinnamon-tailed Sparrow,Passerellidae
Aimophila strigiceps,Stripe-capped Sparrow,Emberizidae,,,
,,,Rhynchospiza strigiceps,Chaco Sparrow,Passerellidae
,,,Rhynchospiza dabbenei,Yungas Sparrow,Passerellidae
Aimophila stolzmanni,Tumbes Sparrow,Emberizidae,Rhynchospiza stolzmanni,Tumbes Sparrow,Passerellidae
Aimophila aestivalis,Bachman's Sparrow,Emberizidae,Peucaea aestivalis,Bachman's Sparrow,Passerellidae
Aimophila botterii,Botteri's Sparrow,Emberizidae,Peucaea botterii,Botteri's Sparrow,Passerellidae
Aimophila cassinii,Cassin's Sparrow,Emberizidae,Peucaea cassinii,Cassin's Sparrow,Passerellidae
Aimophila carpalis,Rufous-winged Sparrow,Emberizidae,Peucaea carpalis,Rufous-winged Sparrow,Passerellidae
Aimophila ruficeps,Rufous-crowned Sparrow,Emberizidae,Aimophila ruficeps,Rufous-crowned Sparrow,Passerellidae
Aimophila notosticta,Oaxaca Sparrow,Emberizidae,Aimophila notosticta,Oaxaca Sparrow,Passerellidae
Aimophila rufescens,Rusty Sparrow,Emberizidae,Aimophila rufescens,Rusty Sparrow,Passerellidae
Torreornis inexpectata,Cuban Sparrow,Emberizidae,Torreornis inexpectata,Zapata Sparrow,Passerellidae
Oriturus superciliosus,Striped Sparrow,Emberizidae,Oriturus superciliosus,Striped Sparrow,Passerellidae
Pipilo chlorurus,Green-tailed Towhee,Emberizidae,Pipilo chlorurus,Green-tailed Towhee,Passerellidae
Pipilo ocai,Collared Towhee,Emberizidae,Pipilo ocai,Collared Towhee,Passerellidae
Pipilo erythrophthalmus,Eastern Towhee,Emberizidae,Pipilo erythrophthalmus,Eastern Towhee,Passerellidae
Pipilo maculatus,Spotted Towhee,Emberizidae,Pipilo maculatus,Spotted Towhee,Passerellidae
,,,Pipilo naufragus,Bermuda Towhee,Passerellidae
Pipilo crissalis,California Towhee,Emberizidae,Melozone crissalis,California Towhee,Passerellidae
Pipilo fuscus,Canyon Towhee,Emberizidae,Melozone fusca,Canyon Towhee,Passerellidae
Pipilo aberti,Abert's Towhee,Emberizidae,Melozone aberti,Abert's Towhee,Passerellidae
Pipilo albicollis,White-throated Towhee,Emberizidae,Melozone albicollis,White-throated Towhee,Passerellidae
Melozone kieneri,Rusty-crowned Ground-sparrow,Emberizidae,Melozone kieneri,Rusty-crowned Ground-Sparrow,Passerellidae
Melozone biarcuata,Prevost's Ground-sparrow,Emberizidae,,,
,,,Melozone biarcuata,White-faced Ground-Sparrow,Passerellidae
,,,Melozone cabanisi,Cabanis's Ground-Sparrow,Passerellidae
Melozone leucotis,White-eared Ground-sparrow,Emberizidae,Melozone leucotis,White-eared Ground-Sparrow,Passerellidae
Arremon aurantiirostris,Orange-billed Sparrow,Emberizidae,Arremon aurantiirostris,Orange-billed Sparrow,Passerellidae
Arremon schlegeli,Golden-winged Sparrow,Emberizidae,Arremon schlegeli,Golden-winged Sparrow,Passerellidae
Arremon taciturnus,Pectoral Sparrow,Emberizidae,Arremon taciturnus,Pectoral Sparrow,Passerellidae
Arremon semitorquatus,Half-collared Sparrow,Emberizidae,Arremon semitorquatus,Half-collared Sparrow,Passerellidae
Arremon franciscanus,Sao Francisco Sparrow,Emberizidae,Arremon franciscanus,Sao Francisco Sparrow,Passerellidae
Arremon abeillei,Black-capped Sparrow,Emberizidae,Arremon abeillei,Black-capped Sparrow,Passerellidae
Arremon flavirostris,Saffron-billed Sparrow,Emberizidae,,,
,,,Arremon flavirostris,Saffron-billed Sparrow,Passerellidae
,,,Arremon dorbignii,Moss-backed Sparrow,Passerellidae
Arremonops rufivirgatus,Olive Sparrow,Emberizidae,Arremonops rufivirgatus,Olive Sparrow,Passerellidae
Arremonops tocuyensis,Tocuyo Sparrow,Emberizidae,Arremonops tocuyensis,Tocuyo Sparrow,Passerellidae
Arremonops chloronotus,Green-backed Sparrow,Emberizidae,Arremonops chloronotus,Green-backed Sparrow,Passerellidae
Arremonops conirostris,Black-striped Sparrow,Emberizidae,Arremonops conirostris,Black-striped Sparrow,Passerellidae
Atlapetes albinucha,White-naped Brush-finch,Emberizidae,Atlapetes albinucha,White-naped Brushfinch,Passerellidae
Atlapetes pallidinucha,Pale-naped Brush-finch,Emberizidae,Atlapetes pallidinucha,Pale-naped Brushfinch,Passerellidae
Atlapetes rufinucha,Rufous-naped Brush-finch,Emberizidae,Atlapetes rufinucha,Bolivian Brushfinch,Passerellidae
Atlapetes latinuchus,Yellow-breasted Brush-finch,Emberizidae,Atlapetes latinuchus,Yellow-breasted Brushfinch,Passerellidae
Atlapetes leucopis,White-rimmed Brush-finch,Emberizidae,Atlapetes leucopis,White-rimmed Brushfinch,Passerellidae
Atlapetes pileatus,Rufous-capped Brush-finch,Emberizidae,Atlapetes pileatus,Rufous-capped Brushfinch,Passerellidae
Atlapetes melanocephalus,Santa Marta Brush-finch,Emberizidae,Atlapetes melanocephalus,Santa Marta Brushfinch,Passerellidae
Atlapetes flaviceps,Yellow-headed Brush-finch,Emberizidae,Atlapetes flaviceps,Yellow-headed Brushfinch,Passerellidae
Atlapetes fuscoolivaceus,Dusky-headed Brush-finch,Emberizidae,Atlapetes fuscoolivaceus,Dusky-headed Brushfinch,Passerellidae
Atlapetes tricolor,Tricoloured Brush-finch,Emberizidae,Atlapetes tricolor,Tricolored Brushfinch,Passerellidae
Atlapetes albofrenatus,Moustached Brush-finch,Emberizidae,Atlapetes albofrenatus,Moustached Brushfinch,Passerellidae
Atlapetes blancae,Antioquia Brush-finch,Emberizidae,Atlapetes blancae,Antioquia Brushfinch,Passerellidae
Atlapetes schistaceus,Slaty Brush-finch,Emberizidae,Atlapetes schistaceus,Slaty Brushfinch,Passerellidae
Atlapetes melanopsis,Black-spectacled Brush-finch,Emberizidae,Atlapetes melanopsis,Black-spectacled Brushfinch,Passerellidae
Atlapetes melanolaemus,Black-faced Brush-finch,Emberizidae,Atlapetes melanolaemus,Black-faced Brushfinch,Passerellidae
Atlapetes terborghi,Vilcabamba Brush-finch,Emberizidae,Atlapetes terborghi,Vilcabamba Brushfinch,Passerellidae
Atlapetes canigenis,Grey Brush-finch,Emberizidae,Atlapetes canigenis,Cuzco Brushfinch,Passerellidae
Atlapetes seebohmi,Bay-crowned Brush-finch,Emberizidae,Atlapetes seebohmi,Bay-crowned Brushfinch,Passerellidae
Atlapetes nationi,Rusty-bellied Brush-finch,Emberizidae,Atlapetes nationi,Rusty-bellied Brushfinch,Passerellidae
Atlapetes leucopterus,White-winged Brush-finch,Emberizidae,Atlapetes leucopterus,White-winged Brushfinch,Passerellidae
Atlapetes albiceps,White-headed Brush-finch,Emberizidae,Atlapetes albiceps,White-headed Brushfinch,Passerellidae
Atlapetes pallidiceps,Pale-headed Brush-finch,Emberizidae,Atlapetes pallidiceps,Pale-headed Brushfinch,Passerellidae
Atlapetes rufigenis,Rufous-eared Brush-finch,Emberizidae,Atlapetes rufigenis,Rufous-eared Brushfinch,Passerellidae
Atlapetes forbesi,Apurimac Brush-finch,Emberizidae,Atlapetes forbesi,Apurimac Brushfinch,Passerellidae
Atlapetes semirufus,Ochre-breasted Brush-finch,Emberizidae,Atlapetes semirufus,Ochre-breasted Brushfinch,Passerellidae
Atlapetes personatus,Tepui Brush-finch,Emberizidae,Atlapetes personatus,Tepui Brushfinch,Passerellidae
Atlapetes fulviceps,Fulvous-headed Brush-finch,Emberizidae,Atlapetes fulviceps,Fulvous-headed Brushfinch,Passerellidae
Atlapetes citrinellus,Yellow-striped Brush-finch,Emberizidae,Atlapetes citrinellus,Yellow-striped Brushfinch,Passerellidae
Arremon brunneinucha,Chestnut-capped Brush-finch,Emberizidae,Arremon brunneinucha,Chestnut-capped Brushfinch,Passerellidae
Arremon virenticeps,Green-striped Brush-finch,Emberizidae,Arremon virenticeps,Green-striped Brushfinch,Passerellidae
,,,Arremon atricapillus,Black-headed Brushfinch,Passerellidae
,,,Arremon costaricensis,Costa Rican Brushfinch,Passerellidae
Arremon torquatus,Stripe-headed Brush-finch,Emberizidae,,,
,,,Arremon torquatus,White-browed Brushfinch,Passerellidae
,,,Arremon phygas,Paria Brushfinch,Passerellidae
,,,Arremon phaeopleurus,Caracas Brushfinch,Passerellidae
,,,Arremon assimilis,Gray-browed Brushfinch,Passerellidae
,,,Arremon basilicus,Sierra Nevada Brushfinch,Passerellidae
,,,Arremon perijanus,Perija Brushfinch,Passerellidae
Pezopetes capitalis,Large-footed Finch,Emberizidae,Pezopetes capitalis,Large-footed Finch,Passerellidae
Pselliophorus tibialis,Yellow-thighed Finch,Emberizidae,Atlapetes tibialis,Yellow-thighed Brushfinch,Passerellidae
Pselliophorus luteoviridis,Yellow-green Finch,Emberizidae,Atlapetes luteoviridis,Yellow-green Brushfinch,Passerellidae
Arremon crassirostris,Sooty-faced Finch,Emberizidae,Arremon crassirostris,Sooty-faced Finch,Passerellidae
Arremon castaneiceps,Olive Finch,Emberizidae,Arremon castaneiceps,Olive Finch,Passerellidae
Gubernatrix cristata,Yellow Cardinal,Emberizidae,Gubernatrix cristata,Yellow Cardinal,Thraupidae
Paroaria coronata,Red-crested Cardinal,Emberizidae,Paroaria coronata,Red-crested Cardinal,Thraupidae
Paroaria dominicana,Red-cowled Cardinal,Emberizidae,Paroaria dominicana,Red-cowled Cardinal,Thraupidae
Paroaria gularis,Red-capped Cardinal,Emberizidae,,,
,,,Paroaria gularis,Red-capped Cardinal,Thraupidae
,,,Paroaria nigrogenis,Masked Cardinal,Thraupidae
Paroaria baeri,Crimson-fronted Cardinal,Emberizidae,Paroaria baeri,Crimson-fronted Cardinal,Thraupidae
Paroaria capitata,Yellow-billed Cardinal,Emberizidae,Paroaria capitata,Yellow-billed Cardinal,Thraupidae
Vermivora pinus,Blue-winged Warbler,Parulidae,Vermivora cyanoptera,Blue-winged Warbler,Parulidae
Vermivora peregrina,Tennessee Warbler,Parulidae,Leiothlypis peregrina,Tennessee Warbler,Parulidae
Vermivora celata,Orange-crowned Warbler,Parulidae,Leiothlypis celata,Orange-crowned Warbler,Parulidae
Vermivora ruficapilla,Nashville Warbler,Parulidae,Leiothlypis ruficapilla,Nashville Warbler,Parulidae
Vermivora virginiae,Virginia's Warbler,Parulidae,Leiothlypis virginiae,Virginia's Warbler,Parulidae
Vermivora crissalis,Colima Warbler,Parulidae,Leiothlypis crissalis,Colima Warbler,Parulidae
Vermivora luciae,Lucy's Warbler,Parulidae,Leiothlypis luciae,Lucy's Warbler,Parulidae
Parula americana,Northern Parula,Parulidae,Setophaga americana,Northern Parula,Parulidae
Parula pitiayumi,Tropical Parula,Parulidae,Setophaga pitiayumi,Tropical Parula,Parulidae
Parula superciliosa,Crescent-chested Warbler,Parulidae,Oreothlypis superciliosa,Crescent-chested Warbler,Parulidae
Parula gutturalis,Flame-throated Warbler,Parulidae,Oreothlypis gutturalis,Flame-throated Warbler,Parulidae
Dendroica petechia,Yellow Warbler,Parulidae,Setophaga petechia,Yellow Warbler,Parulidae
Dendroica pensylvanica,Chestnut-sided Warbler,Parulidae,Setophaga pensylvanica,Chestnut-sided Warbler,Parulidae
Dendroica magnolia,Magnolia Warbler,Parulidae,Setophaga magnolia,Magnolia Warbler,Parulidae
Dendroica tigrina,Cape May Warbler,Parulidae,Setophaga tigrina,Cape May Warbler,Parulidae
Dendroica caerulescens,Black-throated Blue Warbler,Parulidae,Setophaga caerulescens,Black-throated Blue Warbler,Parulidae
Dendroica coronata,Yellow-rumped Warbler,Parulidae,Setophaga coronata,Yellow-rumped Warbler,Parulidae
Dendroica nigrescens,Black-throated Grey Warbler,Parulidae,Setophaga nigrescens,Black-throated Gray Warbler,Parulidae
Dendroica townsendi,Townsend's Warbler,Parulidae,Setophaga townsendi,Townsend's Warbler,Parulidae
Dendroica occidentalis,Hermit Warbler,Parulidae,Setophaga occidentalis,Hermit Warbler,Parulidae
Dendroica virens,Black-throated Green Warbler,Parulidae,Setophaga virens,Black-throated Green Warbler,Parulidae
Dendroica chrysoparia,Golden-cheeked Warbler,Parulidae,Setophaga chrysoparia,Golden-cheeked Warbler,Parulidae
Dendroica fusca,Blackburnian Warbler,Parulidae,Setophaga fusca,Blackburnian Warbler,Parulidae
Dendroica dominica,Yellow-throated Warbler,Parulidae,,,
,,,Setophaga dominica,Yellow-throated Warbler,Parulidae
,,,Setophaga flavescens,Bahama Warbler,Parulidae
Dendroica graciae,Grace's Warbler,Parulidae,Setophaga graciae,Grace's Warbler,Parulidae
Dendroica adelaidae,Adelaide's Warbler,Parulidae,Setophaga adelaidae,Adelaide's Warbler,Parulidae
Dendroica subita,Barbuda Warbler,Parulidae,Setophaga subita,Barbuda Warbler,Parulidae
Dendroica delicata,St Lucia Warbler,Parulidae,Setophaga delicata,St. Lucia Warbler,Parulidae
Dendroica pityophila,Olive-capped Warbler,Parulidae,Setophaga pityophila,Olive-capped Warbler,Parulidae
Dendroica pinus,Pine Warbler,Parulidae,Setophaga pinus,Pine Warbler,Parulidae
Dendroica kirtlandii,Kirtland's Warbler,Parulidae,Setophaga kirtlandii,Kirtland's Warbler,Parulidae
Dendroica discolor,Prairie Warbler,Parulidae,Setophaga discolor,Prairie Warbler,Parulidae
Dendroica vitellina,Vitelline Warbler,Parulidae,Setophaga vitellina,Vitelline Warbler,Parulidae
Dendroica palmarum,Palm Warbler,Parulidae,Setophaga palmarum,Palm Warbler,Parulidae
Dendroica castanea,Bay-breasted Warbler,Parulidae,Setophaga castanea,Bay-breasted Warbler,Parulidae
Dendroica striata,Blackpoll Warbler,Parulidae,Setophaga striata,Blackpoll Warbler,Parulidae
Dendroica cerulea,Cerulean Warbler,Parulidae,Setophaga cerulea,Cerulean Warbler,Parulidae
Dendroica plumbea,Plumbeous Warbler,Parulidae,Setophaga plumbea,Plumbeous Warbler,Parulidae
Dendroica pharetra,Arrowhead Warbler,Parulidae,Setophaga pharetra,Arrowhead Warbler,Parulidae
Dendroica angelae,Elfin-woods Warbler,Parulidae,Setophaga angelae,Elfin-woods Warbler,Parulidae
Seiurus noveboracensis,Northern Waterthrush,Parulidae,Parkesia noveboracensis,Northern Waterthrush,Parulidae
Seiurus motacilla,Louisiana Waterthrush,Parulidae,Parkesia motacilla,Louisiana Waterthrush,Parulidae
Oporornis formosus,Kentucky Warbler,Parulidae,Geothlypis formosa,Kentucky Warbler,Parulidae
Oporornis philadelphia,Mourning Warbler,Parulidae,Geothlypis philadelphia,Mourning Warbler,Parulidae
Oporornis tolmiei,MacGillivray's Warbler,Parulidae,Geothlypis tolmiei,MacGillivray's Warbler,Parulidae
,,,Geothlypis semiflava,Olive-crowned Yellowthroat,Parulidae
Geothlypis semiflava,Olive-crowned Yellowthroat,Parulidae,,,
Geothlypis aequinoctialis,Masked Yellowthroat,Parulidae,,,
,,,Geothlypis aequinoctialis,Masked Yellowthroat,Parulidae
,,,Geothlypis auricularis,Black-lored Yellowthroat,Parulidae
,,,Geothlypis velata,Southern Yellowthroat,Parulidae
Geothlypis poliocephala,Grey-crowned Yellowthroat,Parulidae,Geothlypis poliocephala,Gray-crowned Yellowthroat,Parulidae
Microligea palustris,Green-tailed Warbler,Parulidae,Microligea palustris,Green-tailed Warbler,Phaenicophilidae
Teretistris fernandinae,Yellow-headed Warbler,Parulidae,Teretistris fernandinae,Yellow-headed Warbler,Teretistridae
Teretistris fornsi,Oriente Warbler,Parulidae,Teretistris fornsi,Oriente Warbler,Teretistridae
Wilsonia citrina,Hooded Warbler,Parulidae,Setophaga citrina,Hooded Warbler,Parulidae
Wilsonia pusilla,Wilson's Warbler,Parulidae,Cardellina pusilla,Wilson's Warbler,Parulidae
Wilsonia canadensis,Canada Warbler,Parulidae,Cardellina canadensis,Canada Warbler,Parulidae
Ergaticus ruber,Red Warbler,Parulidae,Cardellina rubra,Red Warbler,Parulidae
Ergaticus versicolor,Pink-headed Warbler,Parulidae,Cardellina versicolor,Pink-headed Warbler,Parulidae
Euthlypis lachrymosa,Fan-tailed Warbler,Parulidae,Basileuterus lachrymosus,Fan-tailed Warbler,Parulidae
Basileuterus fraseri,Grey-and-gold Warbler,Parulidae,Myiothlypis fraseri,Gray-and-gold Warbler,Parulidae
Basileuterus bivittatus,Two-banded Warbler,Parulidae,Myiothlypis bivittata,Two-banded Warbler,Parulidae
Basileuterus chrysogaster,Golden-bellied Warbler,Parulidae,,,
,,,Myiothlypis chrysogaster,Cuzco Warbler,Parulidae
,,,Myiothlypis chlorophrys,Choco Warbler,Parulidae
Basileuterus signatus,Pale-legged Warbler,Parulidae,Myiothlypis signata,Pale-legged Warbler,Parulidae
Basileuterus luteoviridis,Citrine Warbler,Parulidae,Myiothlypis luteoviridis,Citrine Warbler,Parulidae
Basileuterus nigrocristatus,Black-crested Warbler,Parulidae,Myiothlypis nigrocristata,Black-crested Warbler,Parulidae
Basileuterus griseiceps,Grey-headed Warbler,Parulidae,Myiothlypis griseiceps,Gray-headed Warbler,Parulidae
Basileuterus basilicus,Santa Marta Warbler,Parulidae,Myiothlypis basilica,Santa Marta Warbler,Parulidae
Basileuterus cinereicollis,Grey-throated Warbler,Parulidae,Myiothlypis cinereicollis,Gray-throated Warbler,Parulidae
Basileuterus conspicillatus,White-lored Warbler,Parulidae,Myiothlypis conspicillata,White-lored Warbler,Parulidae
Basileuterus coronatus,Russet-crowned Warbler,Parulidae,Myiothlypis coronata,Russet-crowned Warbler,Parulidae
,,,Basileuterus culicivorus,Golden-crowned Warbler,Parulidae
Basileuterus culicivorus,Golden-crowned Warbler,Parulidae,,,
Basileuterus hypoleucus,White-bellied Warbler,Parulidae,,,
Basileuterus rufifrons,Rufous-capped Warbler,Parulidae,,,
,,,Basileuterus rufifrons,Rufous-capped Warbler,Parulidae
,,,Basileuterus delattrii,Chestnut-capped Warbler,Parulidae
Basileuterus tristriatus,Three-striped Warbler,Parulidae,,,
,,,Basileuterus tristriatus,Three-striped Warbler,Parulidae
,,,Basileuterus melanotis,Costa Rican Warbler,Parulidae
,,,Basileuterus tacarcunae,Tacarcuna Warbler,Parulidae
,,,Basileuterus punctipectus,Yungas Warbler,Parulidae
Basileuterus leucoblepharus,White-browed Warbler,Parulidae,Myiothlypis leucoblephara,White-browed Warbler,Parulidae
Basileuterus leucophrys,White-striped Warbler,Parulidae,Myiothlypis leucophrys,White-striped Warbler,Parulidae
Basileuterus flaveolus,Flavescent Warbler,Parulidae,Myiothlypis flaveola,Flavescent Warbler,Parulidae
Phaeothlypis fulvicauda,Buff-rumped Warbler,Parulidae,Myiothlypis fulvicauda,Buff-rumped Warbler,Parulidae
Phaeothlypis rivularis,Neotropical River Warbler,Parulidae,Myiothlypis rivularis,Riverbank Warbler,Parulidae
Zeledonia coronata,Wrenthrush,Parulidae,Zeledonia coronata,Wrenthrush,Zeledoniidae
Icteria virens,Yellow-breasted Chat,Parulidae,Icteria virens,Yellow-breasted Chat,Icteriidae
Granatellus sallaei,Grey-throated Chat,Cardinalidae,Granatellus sallaei,Gray-throated Chat,Cardinalidae
Xenoligea montana,White-winged Warbler,Parulidae,Xenoligea montana,White-winged Warbler,Phaenicophilidae
Coereba flaveola,Bananaquit,Coerebidae,Coereba flaveola,Bananaquit,Thraupidae
Conirostrum bicolor,Bicoloured Conebill,Thraupidae,Conirostrum bicolor,Bicolored Conebill,Thraupidae
Oreomanes fraseri,Giant Conebill,Thraupidae,Conirostrum binghami,Giant Conebill,Thraupidae
Lamprospiza melanoleuca,Red-billed Pied Tanager,Thraupidae,Lamprospiza melanoleuca,Red-billed Pied Tanager,Mitrospingidae
Nesospingus speculiferus,Puerto Rican Tanager,Thraupidae,Nesospingus speculiferus,Puerto Rican Tanager,Nesospingidae
Chlorospingus ophthalmicus,Common Bush-tanager,Thraupidae,,,
,,,Chlorospingus flavopectus,Common Chlorospingus,Passerellidae
Chlorospingus tacarcunae,Tacarcuna Bush-tanager,Thraupidae,Chlorospingus tacarcunae,Tacarcuna Chlorospingus,Passerellidae
Chlorospingus inornatus,Pirre Bush-tanager,Thraupidae,Chlorospingus inornatus,Pirre Chlorospingus,Passerellidae
,,,Chlorospingus semifuscus,Dusky Chlorospingus,Passerellidae
